,label,accuracy,precision,recall,f1_score
0,neutral,0.48188405797101447,0.6122685185185185,0.48443223443223443,0.5408997955010225
1,positive,0.48188405797101447,0.4676056338028169,0.4955223880597015,0.4811594202898551
2,negative,0.48188405797101447,0.19553072625698323,0.4117647058823529,0.26515151515151514
