,label,accuracy,precision,recall,f1_score
0,positive,0.4554865424430642,0.49624060150375937,0.3940298507462687,0.43926788685524126
1,negative,0.4554865424430642,0.17913385826771652,0.5352941176470588,0.26843657817109146
2,neutral,0.4554865424430642,0.5885650224215246,0.4807692307692308,0.5292338709677419
