,label,accuracy,precision,recall,f1_score
0,positive,0.4648033126293996,0.4980769230769231,0.38656716417910447,0.43529411764705883
1,negative,0.4648033126293996,0.18503118503118504,0.5235294117647059,0.27342549923195086
2,neutral,0.4648033126293996,0.5907626208378088,0.5036630036630036,0.5437469105289174
