,label,accuracy,precision,recall,f1_score
0,neutral,0.5020703933747412,0.6153039832285115,0.5375457875457875,0.5738025415444771
1,positive,0.5020703933747412,0.4750733137829912,0.4835820895522388,0.47928994082840237
2,negative,0.5020703933747412,0.19932432432432431,0.34705882352941175,0.2532188841201717
