,label,accuracy,precision,recall,f1_score
0,positive,0.44495837187789083,0.5360501567398119,0.3922018348623853,0.45298013245033114
1,negative,0.44495837187789083,0.13427561837455831,0.59375,0.21902017291066284
2,neutral,0.44495837187789083,0.5678496868475992,0.46815834767641995,0.5132075471698113
