,label,accuracy,precision,recall,f1_score
0,positive,0.4495837187789084,0.5198675496688742,0.36009174311926606,0.4254742547425474
1,negative,0.4495837187789084,0.11983471074380166,0.453125,0.1895424836601307
2,neutral,0.4495837187789084,0.5586592178770949,0.5163511187607573,0.5366726296958855
