,label,accuracy,precision,recall,f1_score
0,neutral,0.5165631469979296,0.5793000744601638,0.7124542124542125,0.6390143737166324
1,positive,0.5165631469979296,0.44554455445544555,0.26865671641791045,0.33519553072625696
2,negative,0.5165631469979296,0.21621621621621623,0.23529411764705882,0.22535211267605634
