,label,accuracy,precision,recall,f1_score
0,positive,0.4024051803885291,0.5192878338278932,0.4013761467889908,0.45278137128072443
1,negative,0.4024051803885291,0.12536443148688048,0.671875,0.2113022113022113
2,neutral,0.4024051803885291,0.5411471321695761,0.37349397590361444,0.4419551934826884
