,label,accuracy,precision,recall,f1_score
0,positive,0.4601449275362319,0.48717948717948717,0.3970149253731343,0.4375
1,negative,0.4601449275362319,0.17954070981210857,0.5058823529411764,0.2650231124807396
2,neutral,0.4601449275362319,0.5920617420066152,0.49175824175824173,0.5372686343171585
