,label,accuracy,precision,recall,f1_score
0,positive,0.45445134575569357,0.4908759124087591,0.4014925373134328,0.44170771756978655
1,negative,0.45445134575569357,0.18076923076923077,0.5529411764705883,0.27246376811594203
2,neutral,0.45445134575569357,0.5960648148148148,0.4716117216117216,0.5265848670756647
